imageName,groundTruth,amazonLabels,amazonScores,azureLabels,azureScores,clarifaiLabels,clarifaiScores,googleLabels,googleScores,watsonLabels,watsonScores,category,indoor
sun_bdumeeryeunauvty,shopping_mall,"['Human', 'Person', 'Shopping Mall', 'Shop', 'People']","[99.830078125, 99.830078125, 89.92098999023438, 89.92098999023438, 59.12034606933594]","['building', 'indoor', 'person', 'christmas tree', 'people']","[0.9946193099021912, 0.9084082245826721, 0.7942289113998413, 0.7379233837127686, 0.631965160369873]","['shopping', 'shop', 'stock', 'horizontal plane', 'indoors']","[0.9970219135284424, 0.995639443397522, 0.9953212141990662, 0.9919692873954773, 0.985846996307373]","['Building', 'Shopping mall', 'Lobby', 'Mixed-use', 'Outlet store']","[0.94521296, 0.93876666, 0.8599643, 0.81476057, 0.76703554]","['Indoor Shopping Mall', 'mall', 'retail store', 'building', 'indoors']","[0.971, 0.5, 0.505, 0.506, 0.792]",shopping_mall,False
sun_atdarfszhqznpxlz,shopping_mall,"['Person', 'Human', 'Shoe', 'Footwear', 'Clothing']","[99.79859924316406, 99.79859924316406, 93.21004486083984, 93.21004486083984, 93.21004486083984]","['clothing', 'text', 'indoor', 'person', 'footwear']","[0.9851763248443604, 0.9777238368988037, 0.9762924909591675, 0.9438276290893555, 0.9167382717132568]","['shopping', 'stock', 'commerce', 'business', 'market']","[0.9952062368392944, 0.9912945032119751, 0.9863076210021973, 0.9731093645095825, 0.9635081887245178]","['Product', 'Building', 'Electronics', 'City', 'Machine']","[0.8828333, 0.74054843, 0.6216481, 0.59574616, 0.5950082]","['stockroom', 'indoors', 'assembly plant', 'factory', 'storage warehouse']","[0.737, 0.737, 0.589, 0.592, 0.526]",shopping_mall,False
sun_abxlzyczdkyeyimr,shopping_mall,"['Human', 'Person', 'Building', 'Architecture', 'Interior Design']","[95.68536376953125, 95.68536376953125, 94.85697174072266, 94.85697174072266, 90.2237548828125]","['indoor', 'building', 'mall', 'several']","[0.9955027103424072, 0.8448888659477234, 0.675842821598053, 0.13367125391960144]","['shopping', 'travel', 'commerce', 'indoors', 'mall']","[0.9898067712783813, 0.9829315543174744, 0.9808108806610107, 0.9806193113327026, 0.9798651337623596]","['Shopping mall', 'Building', 'Retail', 'Architecture', 'Mixed-use']","[0.9644597, 0.9348944, 0.7911512, 0.7263346, 0.60180557]","['Indoor Shopping Mall', 'mall', 'retail store', 'building', 'indoors']","[0.936, 0.502, 0.505, 0.506, 0.794]",shopping_mall,False
sun_awevewaegrjjpeqo,shopping_mall,"['Person', 'Human', 'Shopping Mall', 'Shop', 'Flooring']","[99.36092376708984, 99.36092376708984, 98.54944610595703, 98.54944610595703, 76.60529327392578]","['floor', 'ceiling', 'indoor', 'building', 'person']","[0.9995729923248291, 0.9984897375106812, 0.9967305660247803, 0.8579058647155762, 0.8263508081436157]","['trading floor', 'indoors', 'room', 'inside', 'lobby']","[0.988491952419281, 0.9853813648223877, 0.9812555313110352, 0.9756863117218018, 0.9709521532058716]","['Building', 'Shopping mall', 'Floor', 'Lobby', 'Flooring']","[0.85931784, 0.8535237, 0.79384565, 0.7849188, 0.72756976]","['food court', 'courtyard', 'air terminal', 'Indoor Shopping Mall', 'building']","[0.787, 0.787, 0.656, 0.5, 0.596]",shopping_mall,False
sun_azfbfqlhviglwgcn,skyscraper,"['Urban', 'City', 'High Rise', 'Town', 'Building']","[99.72854614257812, 99.72854614257812, 99.72854614257812, 99.72854614257812, 99.72854614257812]","['skyscraper', 'building', 'outdoor', 'sky', 'downtown']","[0.9969020485877991, 0.9956456422805786, 0.9946783781051636, 0.9843311905860901, 0.9612718820571899]","['architecture', 'skyscraper', 'city', 'building', 'office']","[0.9983075857162476, 0.9962234497070312, 0.9955692291259766, 0.9953019618988037, 0.9917080402374268]","['City', 'Metropolitan area', 'Skyscraper', 'Tower block', 'Skyline']","[0.9828468, 0.98050004, 0.9799713, 0.97247034, 0.9669481]","['high-rise building', 'tower', 'Skyline (day)', 'city', 'business district']","[0.74, 0.743, 0.587, 0.526, 0.5]",skyscraper,False
sun_bzzibywzktzfqain,skyscraper,"['Road', 'Transportation', 'Automobile', 'Vehicle', 'Car']","[99.87732696533203, 99.00901794433594, 99.00901794433594, 99.00901794433594, 99.00901794433594]","['building', 'outdoor', 'skyscraper', 'sky', 'downtown']","[0.9987071752548218, 0.9970560073852539, 0.9951114654541016, 0.992280125617981, 0.9667927026748657]","['architecture', 'city', 'travel', 'building', 'business']","[0.9888119697570801, 0.9884109497070312, 0.9791367053985596, 0.9778820276260376, 0.9775707125663757]","['Building', 'Metropolitan area', 'City', 'Urban area', 'Skyscraper']","[0.9905031, 0.9848169, 0.98474306, 0.98015684, 0.96293604]","['business district', 'city', 'building', 'road', 'gray color']","[0.873, 0.5, 0.782, 0.799, 0.935]",skyscraper,False
sun_bvyyllyfhgiffkwj,skyscraper,"['Road', 'Freeway', 'Town', 'Urban', 'Building']","[99.93645477294922, 98.50679016113281, 94.46965026855469, 94.46965026855469, 94.46965026855469]","['sky', 'skyscraper', 'outdoor', 'building', 'tower']","[0.9993444085121155, 0.9980782270431519, 0.9957587718963623, 0.9761799573898315, 0.9665746688842773]","['city', 'architecture', 'skyline', 'cityscape', 'downtown']","[0.9987505674362183, 0.9970558881759644, 0.9957470893859863, 0.9949318170547485, 0.9945291876792908]","['Metropolitan area', 'Cityscape', 'City', 'Urban area', 'Skyscraper']","[0.99196535, 0.9881905, 0.98723716, 0.9846922, 0.9823941]","['business district', 'city', 'Skyline (night)', 'Skyline (day)', 'building']","[0.723, 0.7, 0.527, 0.5, 0.594]",skyscraper,False
sun_aarkxsuvptoadama,skyscraper,"['Urban', 'City', 'High Rise', 'Building', 'Town']","[99.99187469482422, 99.99187469482422, 99.99187469482422, 99.99187469482422, 99.99187469482422]","['sky', 'outdoor', 'tower', 'building', 'downtown']","[0.9989999532699585, 0.9976257681846619, 0.9777635335922241, 0.952957034111023, 0.9484627842903137]","['architecture', 'skyscraper', 'no person', 'building', 'city']","[0.998731255531311, 0.9967682361602783, 0.9965285062789917, 0.9951668977737427, 0.9925262331962585]","['Metropolitan area', 'Skyscraper', 'City', 'Tower block', 'Landmark']","[0.98905885, 0.98508734, 0.9828468, 0.96947944, 0.9688587]","['business district', 'city', 'high-rise building', 'tower', 'skyscraper']","[0.764, 0.65, 0.544, 0.574, 0.535]",skyscraper,False
sun_bhqalaqdsydolyjc,skyscraper,"['City', 'Urban', 'Building', 'High Rise', 'Town']","[99.91075897216797, 99.91075897216797, 99.91075897216797, 99.91075897216797, 99.91075897216797]","['outdoor', 'building', 'sky', 'architecture', 'cloud']","[0.9993017911911011, 0.9992761015892029, 0.9975612163543701, 0.9718129634857178, 0.9467904567718506]","['architecture', 'skyscraper', 'downtown', 'no person', 'glass items']","[0.998500406742096, 0.997685432434082, 0.9960483312606812, 0.9955407977104187, 0.9948058128356934]","['Skyscraper', 'Metropolitan area', 'City', 'Tower block', 'Daytime']","[0.9799713, 0.9690062, 0.96195173, 0.9485405, 0.9481206]","['high-rise building', 'tower', 'sky', 'building', 'steel blue color']","[0.766, 0.772, 0.745, 0.599, 0.908]",skyscraper,False
sun_abswtzyespjnvfyq,airport_terminal,"['Restaurant', 'Person', 'Human', 'Cafeteria', 'Furniture']","[99.4931869506836, 97.62101745605469, 97.62101745605469, 91.87401580810547, 85.21061706542969]","['indoor', 'ceiling', 'floor', 'store', 'text']","[0.9995877146720886, 0.9945505857467651, 0.9826539754867554, 0.9443351626396179, 0.9396994709968567]","['indoors', 'shop', 'horizontal plane', 'stock', 'shopping']","[0.9972834587097168, 0.995939314365387, 0.992332398891449, 0.9893659353256226, 0.9848309755325317]","['Building', 'Product', 'Retail', 'Outlet store', 'Supermarket']","[0.94521296, 0.8828333, 0.86826426, 0.8573843, 0.73636925]","['supermarket (hypermarket)', 'grocery store', 'marketplace', 'retail store', 'building']","[0.855, 0.867, 0.868, 0.918, 0.918]",airport_terminal,False
sun_afprngfglhcfecqf,airport_terminal,"['Person', 'Human', 'Airport', 'Floor', 'Flooring']","[99.73236083984375, 99.73236083984375, 97.78837585449219, 96.64976501464844, 95.11949157714844]","['indoor', 'person', 'floor', 'clothing', 'ceiling']","[0.9873201847076416, 0.9735767841339111, 0.9543836116790771, 0.9282956123352051, 0.8995246887207031]","['airport', 'business', 'indoors', 'subway system', 'contemporary']","[0.9925168752670288, 0.9891818761825562, 0.9889533519744873, 0.9866946935653687, 0.9717434644699097]","['Metropolitan area', 'Building', 'Infrastructure', 'Architecture', 'Glass']","[0.8110857, 0.753851, 0.7313722, 0.7263346, 0.6811453]","['air terminal', 'clean room', 'indoors', 'Cleanroom', 'building']","[0.735, 0.639, 0.639, 0.5, 0.595]",airport_terminal,False
sun_aktwpnqgcxdewryq,airport_terminal,"['Flooring', 'Person', 'Human', 'Floor', 'Airport']","[99.99703216552734, 99.99703216552734, 99.99703216552734, 99.94479370117188, 90.7621841430664]","['floor', 'indoor', 'ceiling', 'airport', 'text']","[0.998521089553833, 0.9884105324745178, 0.9505794644355774, 0.8564701676368713, 0.8170539140701294]","['airport', 'indoors', 'subway system', 'station', 'interior design']","[0.9976295232772827, 0.9917424917221069, 0.9890788197517395, 0.9604679346084595, 0.9541499614715576]","['Building', 'Airport', 'Metropolitan area', 'Infrastructure', 'Line']","[0.8999031, 0.75758016, 0.73607224, 0.7313722, 0.72950023]","['air terminal', 'baggage claim', 'building', 'indoors', 'gray color']","[0.835, 0.5, 0.798, 0.799, 0.601]",airport_terminal,False
sun_acbjqvjnhkuceblz,airport_terminal,"['Person', 'Human', 'Airport', 'Terminal', 'Airport Terminal']","[99.15277862548828, 99.15277862548828, 96.802734375, 95.56536865234375, 86.74852752685547]","['black and white', 'indoor', 'building', 'station', 'person']","[0.9602138996124268, 0.9353262782096863, 0.9069610834121704, 0.8682348728179932, 0.5192825794219971]","['subway system', 'airport', 'monochrome', 'train', 'indoors']","[0.9931944608688354, 0.9879573583602905, 0.987930953502655, 0.9863009452819824, 0.9830562472343445]","['Black-and-white', 'Building', 'Monochrome', 'Architecture', 'Monochrome photography']","[0.8535379, 0.78672546, 0.77153015, 0.76329434, 0.73341304]","['air terminal', 'atrium of building', 'courtyard', 'Subway Station Platform', 'platform']","[0.809, 0.675, 0.675, 0.5, 0.5]",airport_terminal,False
sun_ajhhukwwghezvpke,airport_terminal,"['Person', 'Human', 'Airport', 'Room', 'Lobby']","[99.81922149658203, 99.81922149658203, 99.24827575683594, 95.81600952148438, 95.81600952148438]","['indoor', 'ceiling', 'person', 'sport', 'group']","[0.9878857135772705, 0.8893647193908691, 0.8403668403625488, 0.783073902130127, 0.6265277862548828]","['people', 'airport', 'exhibition', 'indoors', 'luggage']","[0.9852990508079529, 0.9848710298538208, 0.9740426540374756, 0.9659754037857056, 0.956824779510498]","['Room', 'Leisure', 'Dance', 'Sport venue', 'Building']","[0.6566393, 0.63881713, 0.5737405, 0.54185164, 0.53372097]","['field house', 'building', 'maze', 'system', 'check-in']","[0.629, 0.629, 0.615, 0.615, 0.573]",airport_terminal,False
sun_aoiokenilkyqozxe,castle,"['Building', 'Housing', 'House', 'Villa', 'Mansion']","[99.94831085205078, 99.94831085205078, 99.91730499267578, 99.91730499267578, 99.90090942382812]","['grass', 'tree', 'outdoor', 'house', 'building']","[0.9997652769088745, 0.9995487928390503, 0.97056645154953, 0.9250873923301697, 0.9167948961257935]","['architecture', 'castle', 'travel', 'outdoors', 'tourism']","[0.9931100010871887, 0.991147518157959, 0.9842124581336975, 0.9740477204322815, 0.96745765209198]","['Estate', 'Mansion', 'Property', 'Building', 'Manor house']","[0.9650565, 0.94263434, 0.92824763, 0.9071287, 0.8159737]","['castle', 'fortification', 'defensive structure', 'building', 'greenishness color']","[0.895, 0.896, 0.897, 0.8, 0.941]",castle,False
sun_atrsqovchwemdxtn,castle,"['Architecture', 'Building', 'Castle', 'Fort', 'Moat']","[99.88541412353516, 99.88541412353516, 99.88541412353516, 97.53994750976562, 96.5608901977539]","['tree', 'sky', 'outdoor', 'house', 'cloud']","[0.9997223615646362, 0.9906266927719116, 0.9789893627166748, 0.8630772233009338, 0.7724751830101013]","['tree', 'architecture', 'castle', 'tower', 'travel']","[0.9932740330696106, 0.9865374565124512, 0.9805601835250854, 0.9720127582550049, 0.9699674844741821]","['Natural landscape', 'Tree', 'Property', 'Sky', 'Plant']","[0.9659501, 0.9158687, 0.8751007, 0.8220895, 0.69022757]","['Spanish elm', 'tree', 'plant', 'Italian cypress tree', 'cypress tree']","[0.616, 0.826, 0.826, 0.563, 0.569]",castle,False
sun_atubznsmprgcesyg,castle,"['Architecture', 'Building', 'Castle', 'Fort', 'Tower']","[99.96450805664062, 99.96450805664062, 99.96450805664062, 98.99085235595703, 84.74431610107422]","['outdoor', 'sky', 'building', 'church', 'tall']","[0.999690055847168, 0.9993350505828857, 0.9966026544570923, 0.9266161918640137, 0.8314570188522339]","['architecture', 'old', 'Gothic', 'tower', 'travel']","[0.9937652349472046, 0.9859542846679688, 0.9825024604797363, 0.9789705276489258, 0.9761300086975098]","['Medieval architecture', 'Landmark', 'Castle', 'Building', 'Historic site']","[0.94733775, 0.9370047, 0.90599036, 0.9049757, 0.90042156]","['keep (fortified tower)', 'stronghold', 'defensive structure', 'battlement', 'embankment']","[0.86, 0.883, 0.935, 0.732, 0.732]",castle,False
sun_aaqjindsxogbupca,castle,"['Architecture', 'Building', 'Castle', 'Housing', 'Monastery']","[98.86527252197266, 98.86527252197266, 98.86527252197266, 95.78546905517578, 95.78546905517578]","['outdoor', 'sky', 'building', 'rock', 'stone']","[0.9486701488494873, 0.9166210889816284, 0.897958517074585, 0.865135669708252, 0.7893427610397339]","['castle', 'travel', 'no person', 'architecture', 'tower']","[0.986030101776123, 0.982601523399353, 0.9729933142662048, 0.9689215421676636, 0.9564142823219299]","['Castle', 'Ruins', 'Fortification', 'Promontory', 'Sea']","[0.9164122, 0.8660339, 0.805557, 0.7597917, 0.75846916]","['castle', 'fortification', 'defensive structure', 'stronghold', 'battlement']","[0.811, 0.866, 0.967, 0.684, 0.556]",castle,False
sun_agzfababgrqpxosu,castle,"['Architecture', 'Building', 'Castle', 'Fort', 'Person']","[99.9679183959961, 99.9679183959961, 99.9679183959961, 98.94277954101562, 97.88477325439453]","['grass', 'building', 'outdoor', 'stone', 'brick']","[0.9997824430465698, 0.9997756481170654, 0.9974856376647949, 0.9957872629165649, 0.9948901534080505]","['architecture', 'castle', 'Gothic', 'old', 'wall']","[0.9938782453536987, 0.9935029745101929, 0.9902660846710205, 0.9883453249931335, 0.980402946472168]","['Medieval architecture', 'Fortification', 'Building', 'Property', 'Castle']","[0.92854214, 0.9082924, 0.8808428, 0.8691496, 0.85148764]","['rampart', 'embankment', 'mound', 'stronghold', 'defensive structure']","[0.619, 0.619, 0.619, 0.562, 0.857]",castle,False
sun_bzmnimimhyvlcerm,creek,"['Water', 'Nature', 'Outdoors', 'Aquatic', 'Plant']","[99.84016418457031, 99.30035400390625, 99.07637023925781, 96.88720703125, 94.36335754394531]","['autumn', 'fall', 'flower', 'nature', 'reef']","[0.9587728977203369, 0.8570693731307983, 0.8093088865280151, 0.8031394481658936, 0.741340160369873]","['fall', 'underwater', 'no person', 'nature', 'water']","[0.9949567914009094, 0.9889141321182251, 0.9861152172088623, 0.9835525155067444, 0.9815871715545654]","['Leaf', 'Water', 'Nature', 'Reflection', 'Natural landscape']","[0.9724786, 0.9718628, 0.9639709, 0.9532122, 0.9398156]","['coral reef', 'ridge', 'nature', 'ascidian (minute marine animal)', 'animal']","[0.627, 0.627, 0.693, 0.546, 0.7]",creek,False
sun_bzzooubwrohobbvb,creek,"['Nature', 'Outdoors', 'Water', 'Person', 'Human']","[99.76055145263672, 99.56619262695312, 99.46882629394531, 99.45356750488281, 99.45356750488281]","['outdoor', 'grass', 'rock', 'hiking', 'nature']","[0.9982130527496338, 0.989642858505249, 0.958066999912262, 0.9172607660293579, 0.9020094275474548]","['nature', 'landscape', 'stream', 'rock', 'water']","[0.9924452304840088, 0.9879266023635864, 0.9859368801116943, 0.9843724370002747, 0.9829498529434204]","['Water resources', 'Natural landscape', 'Nature', 'Nature reserve', 'Watercourse']","[0.9804559, 0.9659501, 0.9596612, 0.95466846, 0.94522476]","['arroyo (stream)', 'valley', 'nature', 'streambed', 'dale']","[0.74, 0.839, 0.92, 0.637, 0.5]",creek,False
sun_bczuzmfhtqngkqdj,creek,"['Vegetation', 'Plant', 'Land', 'Tree', 'Woodland']","[99.99178314208984, 99.99178314208984, 99.91425323486328, 99.91425323486328, 99.91425323486328]","['tree', 'outdoor', 'grass', 'water', 'forest']","[0.9999814629554749, 0.9977649450302124, 0.9761714935302734, 0.9554609060287476, 0.8708454966545105]","['nature', 'wood', 'tree', 'outdoors', 'no person']","[0.995491623878479, 0.9952778220176697, 0.9881232976913452, 0.9853052496910095, 0.9727032780647278]","['Natural landscape', 'Nature', 'Tree', 'Nature reserve', 'Vegetation']","[0.97630584, 0.9663941, 0.9651251, 0.95293635, 0.9485984]","['mountain hemlock tree', 'tree', 'plant', 'western larch tree', 'larch tree']","[0.544, 0.795, 0.795, 0.538, 0.542]",creek,False
sun_bjfhrmqqbabxkjfb,creek,"['Plant', 'Vegetation', 'Nature', 'Outdoors', 'Tree']","[99.92570495605469, 99.92570495605469, 99.68080139160156, 99.5469741821289, 99.47773742675781]","['tree', 'nature', 'water', 'waterfall', 'outdoor']","[0.9994106888771057, 0.978262186050415, 0.9658390879631042, 0.9509483575820923, 0.9481152296066284]","['wood', 'nature', 'moss', 'no person', 'leaf']","[0.9962853789329529, 0.9956556558609009, 0.9939671754837036, 0.9824622869491577, 0.980553388595581]","['Nature', 'Vegetation', 'Watercourse', 'Stream', 'Nature reserve']","[0.970462, 0.968699, 0.9606743, 0.95296586, 0.9488628]","['arroyo (stream)', 'valley', 'nature', 'person', 'sphagnum moss']","[0.694, 0.699, 0.746, 0.761, 0.505]",creek,False
sun_buksvwkwgttaytol,creek,"['Plant', 'Vegetation', 'Water', 'Nature', 'Outdoors']","[99.91156768798828, 99.91156768798828, 99.81373596191406, 99.76363372802734, 99.54840850830078]","['tree', 'outdoor', 'water', 'grass', 'nature']","[0.9997669458389282, 0.995493471622467, 0.9774630069732666, 0.9564493894577026, 0.9560608863830566]","['nature', 'wood', 'water', 'stream', 'outdoors']","[0.9952715635299683, 0.9937543869018555, 0.9906076192855835, 0.9863873720169067, 0.9785643815994263]","['Natural landscape', 'Nature', 'Nature reserve', 'Natural environment', 'Vegetation']","[0.98657054, 0.9812195, 0.976489, 0.9630528, 0.9567928]","['person', 'canyon oak', 'oak', 'tree', 'plant']","[0.738, 0.581, 0.588, 0.591, 0.591]",creek,False
